is_inpatient,is_groupcode,ChronicCond_rheumatoidarthritis,Beneficiaries_Count,DeductibleAmtPaid,InscClaimAmtReimbursed,ChronicCond_Alzheimer,ChronicCond_IschemicHeart,Days_Admitted,ChronicCond_stroke
0,0,5,16,0.0,232.6315789473684,7,17,0.0,1
0,0,12,41,1.1111111111111112,236.88888888888889,17,34,0.0,3
0,0,4,12,0.0,417.5,7,10,0.0,0
0,0,7,20,3.809523809523809,730.4761904761905,8,15,0.0,3
0,0,151,398,1.2024048096192386,310.9819639278557,177,362,0.0,48
0,0,4,10,7.0,466.0,3,6,0.0,0
0,0,4,10,0.0,156.0,3,6,0.0,0
3,3,0,3,1068.0,17000.0,2,2,14.0,1
0,0,14,38,4.047619047619048,235.95238095238096,15,29,0.0,6
0,0,0,9,0.0,321.1111111111111,4,5,0.0,0
0,0,1,2,0.0,50.0,2,1,0.0,0
0,0,8,15,4.666666666666667,417.3333333333333,5,13,0.0,1
0,0,1,2,0.0,25.0,0,2,0.0,0
0,0,1,8,0.0,400.0,4,7,0.0,1
0,0,2,10,0.0,161.0,2,9,0.0,2
0,0,20,66,8.028169014084508,219.1549295774648,24,52,0.0,5
0,0,1,5,0.0,586.0,3,3,0.0,0
0,0,1,7,0.0,74.28571428571429,3,5,0.0,0
0,0,3,8,0.0,666.25,3,6,0.0,0
0,0,0,1,0.0,70.0,0,1,0.0,0
0,0,3,3,0.0,172.0,0,1,0.0,0
0,0,3,7,0.0,447.1428571428572,3,2,0.0,1
0,0,2,8,0.0,148.75,1,6,0.0,0
0,0,3,19,13.5,371.5,4,16,0.0,1
0,0,2,5,14.0,86.0,0,3,0.0,0
0,0,15,44,2.3404255319148937,264.0425531914894,23,32,0.0,6
0,0,12,30,0.0,416.3333333333333,9,24,0.0,4
2,2,0,2,1068.0,8000.0,1,2,9.5,0
1,1,0,1,1068.0,26000.0,1,1,9.0,1
3,3,0,3,1068.0,9000.0,2,2,4.333333333333333,0
5,5,3,5,1068.0,5800.0,2,3,8.2,0
2,2,1,2,1068.0,5000.0,0,1,2.5,1
1,1,0,1,1068.0,12000.0,1,1,1.0,0
1,1,1,1,1068.0,19000.0,1,1,1.0,0
8,8,4,8,534.0,16500.0,5,8,13.625,2
1,1,0,1,1068.0,5000.0,1,1,3.0,0
11,11,16,38,196.46666666666667,1567.0,17,42,1.0166666666666666,9
10,10,21,47,162.86666666666667,1503.5,24,48,1.1333333333333333,13
11,11,27,87,100.0,1055.855855855856,37,84,0.5495495495495496,10
0,0,12,15,7.5,175.83333333333334,19,31,0.0,0
200,200,397,659,149.76537102473495,1522.2544169611308,550,1063,0.8318021201413428,134
4,4,67,58,22.508670520231213,483.4104046242775,60,136,0.0635838150289017,15
10,10,15,26,285.94117647058823,2242.3529411764707,9,25,1.1176470588235294,2
1,1,0,2,534.0,11750.0,2,2,3.0,0
51,51,41,101,408.5238095238095,4137.539682539683,53,95,2.952380952380953,9
0,0,23,71,3.294117647058824,265.4117647058824,31,61,0.0,6
0,0,2,10,0.0,326.3636363636364,3,9,0.0,0
18,18,16,76,210.9885057471264,1780.8045977011495,38,64,0.8505747126436781,8
0,0,27,76,3.5294117647058822,255.76470588235293,31,71,0.0,9
2,2,16,62,29.67567567567568,548.2432432432432,32,56,0.1351351351351351,8
0,0,33,80,0.0,405.7894736842105,42,70,0.0,13
8,8,8,12,624.5714285714286,7118.571428571428,4,13,2.571428571428572,2
4,4,5,19,203.42857142857144,7236.190476190476,6,17,1.1904761904761905,0
3,3,21,55,51.67741935483871,1490.1612903225807,20,47,0.4193548387096774,6
26,26,44,123,190.98591549295776,1902.605633802817,54,112,1.0211267605633805,18
0,0,18,52,0.6666666666666666,271.1666666666667,31,46,0.0,6
18,18,19,37,438.5,4958.409090909091,19,33,3.75,4
0,0,12,35,3.076923076923077,135.12820512820514,13,27,0.0,1
0,0,29,84,4.6875,286.0625,56,112,0.0,10
10,10,42,82,106.1086956521739,1118.4782608695652,46,72,0.75,5
2,2,3,14,154.71428571428572,919.2857142857144,7,12,0.4285714285714285,1
2,2,32,90,18.991869918699187,351.0569105691057,45,85,0.065040650406504,4
2,2,20,31,34.88607594936709,642.5316455696203,51,52,0.0759493670886076,0
0,0,181,387,2.5316455696202533,237.50452079566003,185,409,0.0,38
10,10,17,48,185.17241379310343,3029.655172413793,26,40,0.6206896551724138,4
14,14,26,60,227.9402985074627,1999.7014925373132,19,48,0.9104477611940298,3
10,10,21,54,185.08474576271183,2393.0508474576272,24,47,0.847457627118644,3
0,0,73,186,3.3482142857142856,267.1428571428572,86,171,0.0,15
0,0,13,34,0.0,519.2307692307693,10,20,0.0,5
0,0,66,200,2.664092664092664,345.44401544401546,80,200,0.0,24
8,8,21,51,146.16949152542372,1310.677966101695,18,47,0.4915254237288136,4
17,17,101,223,47.89920424403183,742.3342175066313,152,276,0.259946949602122,40
15,15,51,109,98.39285714285714,1167.3809523809523,56,136,0.6547619047619048,17
15,15,20,62,233.28571428571428,2073.8571428571427,24,59,1.1142857142857143,11
0,0,29,46,1.2820512820512822,329.4871794871795,34,60,0.0,3
3,3,1,8,400.5,4670.0,3,6,1.25,1
0,0,27,38,2.608695652173913,503.2608695652174,47,84,0.0,19
0,0,29,81,2.3008849557522124,132.65486725663715,51,79,0.0,19
0,0,5,16,0.0,180.45454545454547,2,17,0.0,0
0,0,26,64,0.2272727272727272,240.9090909090909,31,69,0.0,7
0,0,0,6,0.0,278.57142857142856,3,7,0.0,0
3,3,11,27,109.46666666666668,1287.6666666666667,12,23,1.1666666666666667,2
5,5,12,46,77.28571428571429,1101.2857142857142,24,61,0.1857142857142857,7
0,0,30,53,5.5,311.2,36,60,0.0,1
0,0,17,27,0.8108108108108109,168.3783783783784,18,27,0.0,3
7,7,18,32,146.84615384615384,2068.076923076923,23,38,0.4807692307692308,1
6,6,34,63,59.98214285714285,1222.4107142857142,36,83,0.5178571428571429,4
10,10,8,34,250.0,1876.9767441860463,22,34,0.9069767441860463,3
0,0,23,49,5.483870967741935,388.2795698924731,35,76,0.0,12
2,2,10,39,45.21568627450981,771.5686274509804,21,36,0.1568627450980392,5
11,11,15,29,239.75510204081635,2314.285714285714,27,37,1.4081632653061225,2
0,0,3,13,5.882352941176471,217.64705882352945,5,11,0.0,2
0,0,16,21,2.1621621621621623,187.5675675675676,10,27,0.0,1
0,0,8,31,3.7142857142857135,394.0,9,23,0.0,3
0,0,8,17,0.0,210.55555555555557,10,14,0.0,1
3,3,3,18,152.57142857142858,762.3809523809524,5,16,0.5714285714285714,0
4,4,11,29,92.8695652173913,625.8695652173913,23,32,0.3695652173913043,8
0,0,4,16,4.7368421052631575,261.57894736842104,5,19,0.0,2
0,0,6,20,0.0,215.33333333333331,13,25,0.0,1
0,0,11,22,7.23404255319149,153.40425531914894,12,40,0.0,3
3,3,0,3,1068.0,7000.0,2,2,9.333333333333334,0
3,3,2,3,1068.0,4333.333333333333,1,3,3.6666666666666665,2
0,0,3,11,0.0,70.83333333333333,3,6,0.0,1
0,0,16,32,4.2105263157894735,274.4736842105263,22,51,0.0,3
0,0,8,25,0.0,333.2142857142857,14,20,0.0,1
0,0,3,5,0.0,1009.3333333333334,1,14,0.0,0
0,0,5,22,2.0454545454545454,318.1818181818182,13,19,0.0,0
0,0,6,27,3.658536585365854,219.26829268292684,16,26,0.0,3
0,0,2,5,0.0,78.57142857142857,0,6,0.0,0
0,0,24,28,3.2432432432432434,261.6216216216216,21,41,0.0,9
0,0,6,9,1.0526315789473684,200.52631578947367,9,14,0.0,1
0,0,4,4,8.0,64.0,3,4,0.0,1
2,2,0,2,1068.0,7500.0,0,2,4.5,0
0,0,47,92,2.816901408450704,324.50704225352115,53,106,0.0,23
10,10,21,69,155.07246376811594,1876.0869565217392,34,47,0.855072463768116,7
40,40,50,155,249.7142857142857,2256.5476190476197,63,130,1.2083333333333333,14
7,7,44,124,61.921875,889.53125,48,102,0.296875,17
0,0,48,141,0.0662251655629139,286.158940397351,54,115,0.0,17
0,0,18,70,0.9859154929577464,204.64788732394365,17,50,0.0,6
28,28,66,179,141.8647342995169,1723.574879227053,79,150,0.8357487922705314,25
2,2,14,33,64.72727272727273,795.4545454545455,10,23,0.3636363636363636,3
0,0,16,47,4.489795918367347,308.57142857142856,17,39,0.0,8
5,5,96,246,21.8796992481203,392.81954887218046,116,198,0.0789473684210526,27
0,0,654,947,2.462506047411708,288.7760038703435,849,1524,0.0,204
19,19,19,54,371.6727272727273,2769.6363636363635,26,41,1.5636363636363635,7
5,5,12,28,180.33333333333331,1349.3333333333333,10,25,2.033333333333333,2
21,21,68,232,97.14644351464436,892.8033472803347,106,190,0.3933054393305439,26
0,0,7,32,0.0,338.75,15,23,0.0,7
0,0,1,4,0.0,1475.0,1,2,0.0,1
5,5,7,17,299.44444444444446,2845.0,7,16,1.5,1
1,1,1,4,0.0,2610.0,3,2,4.25,2
15,15,23,69,219.59459459459455,1960.2702702702704,32,60,0.8648648648648649,4
17,17,32,91,181.66315789473688,1976.842105263158,34,71,0.7473684210526316,11
13,13,52,149,80.34782608695652,1274.0993788819876,71,116,0.6211180124223602,10
7,7,4,17,443.2941176470589,3600.5882352941176,8,13,1.1764705882352942,1
9,9,4,29,336.62068965517244,3249.310344827586,8,19,1.3448275862068966,5
0,0,9,32,4.0625,245.9375,13,19,0.0,5
6,6,15,44,145.63636363636363,3439.090909090909,22,31,0.6590909090909091,5
0,0,1,3,0.0,50.0,1,3,0.0,0
6,6,8,23,282.95652173913044,2427.391304347826,17,19,0.8260869565217391,3
0,0,21,53,3.1578947368421053,321.7543859649123,26,37,0.0,7
0,0,2,4,15.0,142.5,1,3,0.0,1
0,0,602,963,3.014882381180989,288.96303408545367,800,1593,0.0,251
11,11,14,45,256.4782608695652,2024.5652173913045,18,33,1.1521739130434785,6
0,0,17,48,1.7647058823529411,380.7843137254902,15,38,0.0,5
3,3,30,94,38.252631578947366,1304.7368421052631,39,67,0.2105263157894736,7
108,108,63,133,696.7701863354038,7548.88198757764,66,138,4.031055900621118,27
2,2,8,22,98.0,879.0909090909091,5,18,0.2272727272727272,2
4,4,4,8,534.0,6445.0,5,5,2.125,0
0,0,6,16,5.625,427.5,7,15,0.0,0
9,9,33,77,126.12987012987011,1408.9610389610389,34,62,0.3506493506493506,11
0,0,134,274,3.481675392670157,260.0,154,276,0.0,38
13,13,24,51,235.66101694915253,1939.322033898305,26,49,0.7288135593220338,7
14,14,33,81,177.0,2221.046511627907,40,69,1.0,5
18,18,25,77,244.1012658227848,1942.6582278481008,20,60,1.1518987341772151,5
164,164,90,253,629.7672727272727,5844.581818181819,130,232,3.5745454545454547,27
13,13,54,166,73.9322033898305,815.819209039548,73,130,0.423728813559322,14
0,0,5,15,2.9411764705882355,97.6470588235294,6,13,0.0,2
68,68,258,329,78.49450549450549,996.010989010989,359,616,0.4516483516483516,61
0,0,0,4,0.0,115.0,1,3,0.0,0
0,0,4,20,0.0,520.0,7,15,0.0,3
3,3,10,43,72.81818181818181,398.1818181818182,11,32,0.2727272727272727,5
0,0,10,40,0.0,446.75,15,31,0.0,3
1,1,26,59,14.395348837209305,360.9302325581396,34,65,0.0465116279069767,12
65,65,78,199,329.13744075829385,4005.071090047393,85,166,1.8056872037914693,22
8,8,16,42,181.57142857142856,2179.0476190476197,17,34,1.380952380952381,5
10,10,49,101,97.80701754385964,2429.9122807017543,33,89,0.6052631578947368,6
1,1,22,59,23.1864406779661,497.457627118644,22,42,0.1016949152542373,3
2,2,14,47,43.59183673469388,483.8775510204082,20,43,0.1428571428571428,2
8,8,9,29,257.7931034482759,3595.1724137931037,16,24,1.206896551724138,2
0,0,3,15,0.0,92.66666666666669,5,11,0.0,0
0,0,2,4,0.0,75.0,1,3,0.0,0
0,0,227,186,3.0573248407643314,282.7229299363057,217,511,0.0,111
0,0,0,5,0.0,88.0,2,3,0.0,0
3,3,9,28,114.42857142857144,1079.642857142857,13,19,0.6428571428571429,2
7,7,22,50,147.9607843137255,1248.8235294117646,22,41,0.5882352941176471,5
0,0,21,79,3.45679012345679,316.5432098765432,36,56,0.0,8
17,17,19,61,303.04918032786884,3103.934426229508,29,45,2.0163934426229506,10
2,2,24,64,33.784615384615385,480.7692307692308,20,45,0.0769230769230769,3
84,84,49,135,638.8776978417267,6365.323741007194,67,112,3.669064748201439,14
4,4,8,25,175.28,1957.2,12,23,0.4,4
0,0,0,1,100.0,50.0,0,1,0.0,0
1,1,32,82,15.674418604651162,345.0,35,67,0.0348837209302325,8
3,3,9,33,97.0909090909091,787.5757575757576,18,21,0.303030303030303,8
6,6,54,91,33.8252427184466,704.3689320388349,102,157,0.1990291262135922,21
5,5,18,56,95.0,1013.2758620689656,20,44,0.396551724137931,3
4,4,22,66,65.93939393939394,727.8787878787879,26,54,0.1818181818181818,5
0,0,3,10,0.0,110.0,3,7,0.0,0
17,17,36,101,157.57142857142858,1908.0357142857144,44,79,0.6607142857142857,10
25,25,19,42,529.2244897959183,4831.0204081632655,23,40,3.163265306122449,4
7,7,9,23,331.1304347826087,2576.9565217391305,10,17,0.7391304347826086,3
0,0,494,862,2.900621118012422,282.37888198757764,600,1221,0.0,180
24,24,30,97,243.5686274509804,2749.901960784314,49,77,1.4215686274509804,12
6,6,7,23,278.60869565217394,1461.7391304347825,7,16,0.5652173913043478,2
25,25,34,116,226.41666666666663,1611.75,48,96,1.025,14
0,0,1,2,0.0,440.0,1,2,0.0,0
2,2,6,9,237.33333333333331,2167.777777777778,2,6,1.0,3
0,0,14,41,5.0,358.0952380952381,10,32,0.0,3
7,7,20,71,91.66197183098592,1498.3098591549297,30,51,0.6619718309859155,8
0,0,28,79,3.411764705882353,342.7058823529412,28,59,0.0,8
2,2,2,6,356.0,4328.333333333333,4,4,1.3333333333333333,0
2,2,19,72,33.23287671232877,464.3835616438356,29,57,0.1232876712328767,6
4,4,9,40,101.71428571428572,1760.0,17,32,0.4523809523809524,6
12,12,9,24,489.5,4057.9166666666665,9,18,2.583333333333333,4
16,16,25,80,194.58426966292132,3026.85393258427,33,75,1.2247191011235956,9
11,11,20,47,230.35294117647055,2265.686274509804,27,41,0.9411764705882352,7
9,9,6,17,502.5882352941176,4104.705882352941,8,12,2.823529411764706,3
0,0,2,6,0.0,195.0,2,4,0.0,1
0,0,4,12,8.333333333333334,590.0,6,10,0.0,0
0,0,16,32,4.117647058823529,312.6470588235294,18,30,0.0,3
9,9,13,34,284.1764705882353,3342.6470588235293,12,29,1.9411764705882355,4
112,112,43,124,870.2222222222222,7696.222222222223,69,110,4.866666666666666,17
0,0,13,55,4.285714285714286,222.14285714285717,26,38,0.0,5
0,0,2511,2857,2.7657766990291264,281.78276699029124,3282,6074,0.0,810
17,17,124,413,42.80088495575221,740.0,186,337,0.247787610619469,30
0,0,16,29,0.0,314.3333333333333,7,24,0.0,5
0,0,40,143,2.206896551724138,265.7241379310345,48,104,0.0,13
1,1,3,7,152.57142857142858,557.1428571428571,2,4,0.4285714285714285,1
5,5,21,71,74.32432432432432,781.8918918918919,29,60,0.3918918918918919,16
7,7,8,25,256.32,2970.4,11,18,2.0,1
15,15,61,151,95.9245283018868,872.1383647798742,65,125,0.3962264150943396,13
0,0,13,28,0.0,333.92857142857144,10,26,0.0,3
3,3,7,27,118.66666666666669,1318.148148148148,13,21,0.3703703703703703,8
161,161,74,173,925.6,8901.166666666666,98,156,4.727777777777778,29
0,0,5,16,12.5,135.625,3,12,0.0,1
41,41,25,65,602.6760563380282,5792.394366197183,38,59,2.6901408450704225,12
11,11,19,42,274.13953488372096,1700.6976744186047,18,32,1.0,5
3,3,5,18,181.88888888888889,1121.111111111111,6,12,0.9444444444444444,0
0,0,5,22,0.0,451.8181818181818,6,10,0.0,2
0,0,6,16,1.1764705882352942,231.1764705882353,8,14,0.0,1
13,13,78,217,63.70175438596491,590.4824561403509,87,180,0.219298245614035,19
0,0,598,759,2.8482328482328483,289.95841995841994,764,1481,0.0,182
11,11,25,90,130.1978021978022,2400.769230769231,31,71,0.7582417582417582,9
6,6,26,75,70.51948051948052,784.4155844155844,38,60,0.2337662337662337,6
2,2,29,75,26.0,274.06976744186045,37,74,0.0813953488372093,13
0,0,58,132,2.102803738317757,250.74766355140187,73,149,0.0,10
0,0,4,12,4.615384615384615,710.7692307692307,8,10,0.0,1
3,3,76,260,13.838235294117649,400.4779411764706,118,212,0.0404411764705882,31
48,48,25,56,801.0,6907.34375,36,53,3.671875,11
8,8,25,63,108.95774647887325,950.4225352112676,22,51,0.323943661971831,8
14,14,29,80,173.1358024691358,1858.641975308642,40,63,0.8271604938271605,7
0,0,14,37,2.1052631578947367,459.2105263157895,12,26,0.0,5
90,90,45,127,666.5531914893617,5997.801418439716,64,115,3.964539007092199,27
0,0,40,105,4.308943089430894,237.8048780487805,51,87,0.0,21
4,4,6,15,284.8,6946.0,6,10,1.6666666666666667,3
2,2,133,341,7.037974683544304,290.80168776371306,170,334,0.010548523206751,44
0,0,5,8,1.25,137.5,5,7,0.0,3
223,223,89,217,994.9184549356224,8889.742489270386,111,197,5.4334763948497855,37
0,0,10,31,0.0,270.64516129032256,16,21,0.0,6
0,0,19,52,0.7017543859649122,422.280701754386,17,45,0.0,4
0,0,35,123,3.4375,275.703125,45,96,0.0,8
0,0,3,15,2.6666666666666665,162.0,6,14,0.0,2
6,6,329,726,9.070088845014808,333.01085883514315,404,761,0.0483711747285291,115
